row,dimension,source,original_title,original_url,original_published_at,final_url,canonical_title,canonical_published_at,word_count,status,error
1,tourism_events,Google News,Mais de 70% dos quartos de hotel do Rio estão reservados para o carnaval - Portal ABC do ABC,https://news.google.com/rss/articles/CBMiogFBVV95cUxNSUNQWlRiaFhIWlE1clBSTHdwSGhSQUtZUkkyZi0zel9rWDlDZVFTdVV0ZFhWbFBaU1h0YkMxeVlmOW5QMWNRdF8wd3lmWWt1RUgtSVZSLVVXa3JyLXI3MHFPU1BNdTZYaTc4SkM4eUd2OUFmU3A1SmNVZG9qZFFOTllqSUt1QThoY1R4ZmF0aUhjeW5ndDlFMlNVbmRTS3Z0UlE?oc=5,2026-05-17T23:29:28+00:00,https://www.abcdoabc.com.br/mais-de-70-dos-quartos-de-hotel-do-rio-estao-reservados-para-o-carnaval,Mais de 70% dos quartos de hotel do Rio estão reservados para o carnaval,,309,canonical_date_missing,
2,tourism_events,Google News,Efeito 'loba': ocupação hoteleira na Zona Sul atinge média de 80% dez dias antes do show de Shakira - O Globo,https://news.google.com/rss/articles/CBMi7AFBVV95cUxNdVpyR25XcEwyLVBfNHhKUlhDY3VIWXRQMEd5OUxaZnRUMS1vU0xrRm5paFZpbnY0RDM3NkwtQVBDR0dpT0g1NXB1ZlNqd1RiYXM0SFpoX1NDcmJqUDFQSkpvVF9vU1laaEpyTGt1VDg1X3ROalpWejduRGZ4ZzBQb2tId0VPNHFJU2pMQ0gwS2tBSXhGLVFDOEYyYzFqUHpWX3g1aEVjSUx5cnNOYUJtdENNVUNmTjMxU3U3TVhSNHQwSTJoWTJKZnNqX2NPRjVTbFFFcC0taDd4VHdtR0trb0NvTkd3VVZ4Z3ZDRtIB-wFBVV95cUxOWGt5NzQ2c1lKa1NQRU50ZGhUWU90OUpaX2UtM1NEOFNQOVRyUkJqbjB6d211eXY3NTNpX2lIUkM0YVdXNktiMnd3aXdQM0tkT2Y2MFliUm1MSUxjYXVQSFhTam55VDlkLTZDTHVVV3lRYlB4MmFMd0dHSC1jblQzY3E4d0NqWGRXZU42bF9vdm10ZVd2UE5BVG0wTEVZOFFyNVByNnA5SXJCNlNUOXdiVFA4RlFja1dHNlE0T2NzdzVzSm1aS1JtTjFpQjlJSXFqcWZqeTdTMzNBUkFPWXJrc1YwZV90UzRZdmlzSm5HZ3ZmMTFjLXVnbVp1NA?oc=5,2026-04-23T07:00:00+00:00,https://oglobo.globo.com/rio/noticia/2026/04/23/efeito-loba-ocupacao-hoteleira-na-zona-sul-atinge-media-de-80percent-dez-dias-antes-do-show-de-shakira.ghtml,Efeito,2026-04-23T10:00:57.905000+00:00,807,same_day,
3,tourism_events,Google News,Ocupação hoteleira no carnaval supera 99% no Rio de Janeiro - Agência Brasil,https://news.google.com/rss/articles/CBMitwFBVV95cUxQREZ3QVBYX1JHYmxPOW1CS3ZWV2Z0QU40QTFNSXR4RzJWSDdTdFNGMlNGVWdTVUR6RzVEMlo3NUFvMmVWRktId3htR0xubi1weE4xN016TUZnSzlDajItbmwzX1FKcUNnOFNUTEc1MUxDWHdQRG9oOXBVaDBPbHhwSHc4eWFXTWV0N25ROURXdEl6bHNxVUZ4cWNhZGJjZ1c4YTlSOUI5VjJVM1NXNkhSSEppazhDajg?oc=5,2026-02-18T08:00:00+00:00,https://agenciabrasil.ebc.com.br/economia/noticia/2026-02/ocupacao-hoteleira-no-carnaval-supera-99-no-rio-de-janeiro,Ocupação hoteleira no carnaval supera 99% no Rio de Janeiro,2026-02-18T20:27:00+00:00,479,same_day,
4,tourism_events,Google News,Prefeitura do Rio: show de Shakira deve ter impacto econômico de aproximadamente R$ 800 milhões para a cidade - Prefeitura da Cidade do Rio de Janeiro,https://news.google.com/rss/articles/CBMi7gFBVV95cUxPQnhUbjBVZWhQSU5Na2taQXZMQkNvT0VpQ3dpUFZSMDB5a2dTSXJsRGZsUldCVHRsM0FuNWQxZWNISmNhNzh6ZlBhSkYyTHk4cFVibVdpa0JFSUI5X0NiQV9jWHNSNkVqazJUZHNWTnVSY2pBRm9DalUxWGd1emJPM0ItdURZd3NxRndiZlF3TjRTVlRiWXRRNUJQeDlrZkJ6M3ZEdnFZUEZrSWhCVm9YSGlKOWxubFBXWGNVV0o2SWR3MHl0cUpzLV9vUjRyUllqZVJCT0lCZHpFQXNpcFFWalA2WlBuSkJLNTNFZVJ3?oc=5,2026-04-27T07:00:00+00:00,https://prefeitura.rio/desenvolvimento-economico/prefeitura-do-rio-show-de-shakira-deve-ter-impacto-economico-de-aproximadamente-r-800-milhoes-para-a-cidade,Prefeitura do Rio: show de Shakira deve ter impacto econômico de aproximadamente R$ 800 milhões para a cidade - Prefeitura da Cidade do Rio de Janeiro - prefeitura.rio,2026-04-27T14:07:57+00:00,1023,same_day,
5,tourism_events,Google News,Show de Lady Gaga em Copacabana promete espetáculo grandioso e forte impacto econômico - InMagazine,https://news.google.com/rss/articles/CBMivwFBVV95cUxPc1lUMFJHeExRNUxyQXNmdGFxMS1oaGtQRVp6dDBpTzR3cnBqaWp0UEJCRmNKZkhRWVhjSHFWUkVleHZCbHFRX0tVbkFQYnRFQ3I0WDNQOExCVGVxWGFkTW9URWRubEFnTlQxb1JycHE4TEI4b2R1QUlJaTU3dkVIVnVsSi1jdGdkcVZwRWdlUkROd2hySVNfZzR2dmJYR2RaVmZ2UjdZbjJwcjl3RzZQcVFuMWdfTHh1V0M2aXE5UdIBxAFBVV95cUxNYmJ2TXVfcVhGUWVGYmFQT1dFTHp0cnpibGQtLUpmOU5zQ3Q1a0JNVEdnUVB2MkpFRmxvNUpnUGFyaGQ0RGhCczY5b2xtZHp5LWJSYnB2ajRBLWZhTl83Y044c2gwSnVOWXRvMjhFejFfTTViV1RhT1lsdmtfYWJGWnIxZEZGNGJ1Y0RUNHJSTU1zZUd0VkswcTl0SlNWTHV2ZW4tVGxscGtKcnczTkE0eWI3eG1aOVhudWdoQmMxNm0za2dn?oc=5,2026-05-03T07:00:00+00:00,https://inmagazine.ig.com.br/musica/show-de-lady-gaga-em-copacabana-promete-espetaculo-grandioso-e-forte-impacto-economico,Show De Lady Gaga Em Copacabana Promete Espetáculo Grandioso E Forte Impacto Econômico,2025-04-08T19:08:39+00:00,450,date_mismatch,
6,tourism_events,Google News,"Rio de Janeiro espera receber 3,5 milhões de visitantes durante o outono - Panrotas",https://news.google.com/rss/articles/CBMi0gFBVV95cUxOaUV5RFhTQnNOUDNDalNmT0REMG05Umc4bk9qR19YQ3dWM1RxUkZ4UzVnWG9QaWdCYmY5VkdhckVQanB2bHBoU3pXRlRpcHk2MVRHS20yY0xMVk9NejlibF9HOGgyTFN4em9EbTdHN2hreUNJbzI1ZUY5RmhRb0RvWEd2NWFtbExYYTNCQ1AxaDlFN19KUF91MU9HSjA2LWtOeFZnWlRmdGtPdEUwM3FkcW50RENtSENMcXZQUEtUTzB5LXJ4cnRiZnRkTUFzbjc2dnc?oc=5,2026-03-25T07:00:00+00:00,https://www.panrotas.com.br/mercado/destinos/2026/03/rio-de-janeiro-espera-receber-35-milhoes-de-visitantes-durante-o-outono_227055.html,"Rio de Janeiro espera receber 3,5 milhões de visitantes durante o outono",2026-03-25T14:24:00+00:00,478,same_day,
7,commerce_services,Google News,Prefeitura do Rio reorganiza ambulantes e libera calçadas no entorno de hospital público em Jacarepaguá - Diário do Rio,https://news.google.com/rss/articles/CBMiqwFBVV95cUxONUxXRkFjajZZRDNfSDRFeTU2VEFyRGNFWDFaUXkzeEpfc1ZYUGtmR3R4dU1tYzRkMGEzeDV1RUg0UzZlVWdUQlEwN1dmTnVBSzlpTk5Ja1EtRDlhWnBSNkVVSFdwRXdoUU1PSENBSWl5SG85T2M4VV9HNThQZEpmd2prZGRZd19mVklkSi1GdndOdkVtYmNZeVMwaVpJRjJ0RzBYSnI3MWM0dUE?oc=5,2026-05-12T19:30:25+00:00,https://diariodorio.com/subprefeitura-reorganiza-ambulantes-e-libera-calcadas-no-entorno-do-cardoso-fontes,Prefeitura do Rio reorganiza ambulantes e libera calçadas no entorno de hospital público em Jacarepaguá - Diário do Rio de Janeiro,2026-05-12T19:30:25+00:00,420,same_day,
8,commerce_services,Google News,Prefeitura do Rio lança projeto do novo Mercado Popular da Uruguaiana - Prefeitura da Cidade do Rio de Janeiro,https://news.google.com/rss/articles/CBMipAFBVV95cUxPMXllc2x0WDFOdUxzZ21DLVotTnJsaHRZNGhnTFVLbTBYQTNMOGMzcm9vTHI5elhidVFnTUxFdG5pZ0ZvQlRyUHBRTXg0UkRZbHE2M0VUb2RTeXFqN3g1aktWUzBYREh4TVoxMG5IUjVteFR5djlfOGtXZUVKdW81VjFyNU1HR3pOY3Y5YVphRVJxM1U3OUo0VXlKNExPeHBhMlRkaA?oc=5,2026-03-01T08:00:00+00:00,https://prefeitura.rio/noticias/prefeitura-do-rio-lanca-projeto-do-novo-mercado-popular-da-uruguaiana,Prefeitura do Rio lança projeto do novo Mercado Popular da Uruguaiana - Prefeitura da Cidade do Rio de Janeiro - prefeitura.rio,2026-03-01T19:50:35+00:00,996,same_day,
9,commerce_services,Google News,Prefeitura do Rio lança projeto do Novo Mercado Popular da Uruguaiana - Tempo Real RJ,https://news.google.com/rss/articles/CBMickFVX3lxTE8zSG9xb21nS3g0cnB0QWJoOGJiVGxWMjRHREk4bDJiRmdteWxheTdBRWlkeHdDWEFGeGIwYTR2dUo5SDh1SDVGT0dQek1ramg2T2M3R1ZDSUVsaGN2NXNyUGQ5My1OeVNfUjRMSTdoOE1FUQ?oc=5,2026-03-01T08:00:00+00:00,https://temporealrj.com/novo-mercado-popular-uruguaiana-projeto,Prefeitura do Rio lança projeto do Novo Mercado Popular da Uruguaiana - Tempo Real,2026-03-01T17:29:32+00:00,723,same_day,
10,commerce_services,Google News,Projeto do novo Mercado Popular da Uruguaiana é lançado - Rádio Globo,https://news.google.com/rss/articles/CBMitgFBVV95cUxPSzBBZzlhaXh3Y0JtZWtyLXUzWFMtWU5hR3lrd3ROVWFUa05jQjdtSFNvdE1wSEoxUDNHY2UxdUFOZkZkanJxVjlvV0xmNm44TXdibEVYTjFPUWNqb3loTHVNMzFpakR0emRwWXFfc0lCazloNFhMRVI0cC1TalZoZWVCYnM5b3diWEpQaHR5OF9JdzJCeFlFcUUwSEY3cHI2dzhTX3h2MW9LLUtpQ0Vqc0Z5cF9TUdIBxAFBVV95cUxPWlF2SnVjMHc5X1ZpUXFkWWpGX202YlZqc1hsR25jSXJrYmUwNGxjU3FsMEJYVVY2eHVZbTJhYWxjOTMzbDNINVBQaVl6MXQ3MmdxNW9nM3hKbHZWVERKd0pWdFZGOTU5RmZQSGpLSktMcTlPRXpsRUd3cWZNWUZOeUE0VV9tQ29Wb3BNbDdYRUQ3LUFHZjNwb3B4VGVVZmpmY0VuRkpCMEM3YS1CaF9jZ2VPRFFrNTRMWlB0X3ZYNXR0cnZZ?oc=5,2026-03-02T08:00:00+00:00,https://radioglobo.globo.com/globo/noticia/2026/03/02/projeto-do-novo-mercado-popular-da-uruguaiana-e-lancado.ghtml,Projeto do novo Mercado Popular da Uruguaiana é lançado,2026-03-02T15:13:49.039000+00:00,215,same_day,
